iter	Passed	Remaining
420	2442	3358
421	2448	3352
422	2453	3347
423	2459	3341
424	2465	3335
425	2472	3330
426	2477	3325
427	2483	3319
428	2489	3313
429	2495	3307
430	2501	3302
431	2507	3296
432	2512	3290
433	2518	3284
434	2523	3277
435	2529	3271
436	2535	3266
437	2541	3260
438	2546	3254
439	2552	3248
440	2557	3242
441	2563	3236
442	2568	3230
443	2575	3224
444	2580	3218
445	2586	3213
446	2592	3207
447	2599	3202
448	2605	3196
449	2610	3191
450	2616	3185
451	2622	3179
452	2628	3173
453	2633	3167
454	2639	3161
455	2645	3155
456	2651	3150
457	2656	3143
458	2662	3138
459	2668	3132
460	2674	3127
461	2680	3121
462	2686	3116
463	2692	3110
464	2699	3105
465	2705	3100
466	2711	3094
467	2716	3087
468	2721	3081
469	2727	3075
470	2733	3069
471	2738	3063
472	2744	3058
473	2750	3052
474	2756	3046
475	2762	3040
476	2767	3034
477	2773	3029
478	2779	3023
479	2785	3017
480	2791	3011
481	2797	3005
482	2803	3000
483	2809	2994
484	2814	2988
485	2820	2982
486	2825	2976
487	2831	2970
488	2836	2964
489	2842	2958
490	2848	2952
491	2854	2947
492	2860	2941
493	2866	2935
494	2871	2929
495	2877	2923
496	2883	2917
497	2888	2911
498	2894	2906
499	2900	2900
500	2906	2894
501	2911	2888
502	2917	2882
503	2922	2876
504	2928	2870
505	2933	2863
506	2938	2857
507	2944	2851
508	2949	2845
509	2955	2839
510	2961	2834
511	2967	2828
512	2973	2822
513	2978	2816
514	2984	2810
515	2990	2805
516	2996	2799
517	3002	2793
518	3008	2788
519	3014	2782
520	3019	2776
521	3025	2770
522	3030	2763
523	3035	2757
524	3041	2752
525	3047	2746
526	3052	2739
527	3058	2733
528	3064	2728
529	3070	2722
530	3076	2716
531	3081	2711
532	3087	2705
533	3093	2699
534	3099	2693
535	3105	2688
536	3111	2682
537	3117	2677
538	3123	2671
539	3129	2665
540	3134	2659
541	3140	2653
542	3146	2648
543	3152	2642
544	3157	2636
545	3163	2630
546	3169	2624
547	3174	2618
548	3180	2612
549	3186	2607
550	3193	2602
551	3199	2596
552	3205	2590
553	3211	2585
554	3234	2593
555	3248	2594
556	3262	2594
557	3288	2604
558	3297	2601
559	3304	2596
560	3310	2590
561	3317	2585
562	3326	2582
563	3334	2577
564	3341	2572
565	3349	2568
566	3355	2562
567	3362	2557
568	3368	2551
569	3374	2545
570	3380	2539
571	3386	2533
572	3392	2527
573	3397	2521
574	3403	2515
575	3408	2508
576	3414	2502
577	3419	2496
578	3424	2490
579	3430	2484
580	3435	2477
581	3440	2471
582	3446	2465
583	3452	2459
584	3458	2453
585	3463	2447
586	3469	2441
587	3474	2434
588	3480	2428
589	3486	2422
590	3492	2416
591	3497	2410
592	3503	2404
593	3509	2398
594	3515	2392
595	3520	2386
596	3526	2380
597	3531	2374
598	3537	2368
599	3543	2362
600	3548	2356
601	3555	2350
602	3561	2344
603	3567	2338
604	3572	2332
605	3578	2326
606	3584	2320
607	3590	2314
608	3596	2308
609	3601	2302
610	3607	2297
611	3613	2291
612	3619	2285
613	3625	2279
614	3630	2272
615	3636	2266
616	3642	2260
617	3648	2255
618	3653	2249
619	3659	2242
620	3666	2237
621	3672	2231
622	3678	2225
623	3684	2219
624	3689	2213
625	3695	2208
626	3701	2201
627	3707	2195
628	3713	2190
629	3718	2183
630	3723	2177
631	3729	2171
632	3734	2165
633	3740	2159
634	3746	2153
635	3752	2147
636	3757	2141
637	3764	2135
638	3770	2129
639	3775	2123
640	3782	2118
641	3788	2112
642	3794	2106
643	3800	2101
644	3806	2095
645	3812	2089
646	3817	2082
647	3823	2076
648	3828	2070
649	3833	2064
650	3839	2058
651	3844	2052
652	3850	2046
653	3856	2040
654	3861	2034
655	3867	2028
656	3873	2022
657	3879	2016
658	3885	2010
659	3891	2004
660	3897	1999
661	3903	1993
662	3909	1987
663	3915	1981
664	3921	1975
665	3927	1969
666	3933	1963
667	3939	1957
668	3944	1951
669	3949	1945
670	3955	1939
671	3960	1933
672	3966	1927
673	3972	1921
674	3977	1915
675	3983	1909
676	3989	1903
677	3995	1897
678	4000	1891
679	4006	1885
680	4012	1879
681	4017	1873
682	4023	1867
683	4028	1861
684	4033	1855
685	4039	1849
686	4045	1843
687	4050	1836
688	4056	1830
689	4061	1824
690	4067	1818
691	4072	1812
692	4078	1806
693	4084	1800
694	4090	1795
695	4096	1789
696	4103	1783
697	4108	1777
698	4114	1771
699	4120	1765
700	4125	1759
701	4131	1753
702	4136	1747
703	4142	1741
704	4148	1735
705	4154	1729
706	4160	1724
707	4166	1718
708	4172	1712
709	4177	1706
710	4183	1700
711	4189	1694
712	4195	1688
713	4201	1682
714	4206	1676
715	4212	1670
716	4218	1665
717	4224	1659
718	4229	1653
719	4235	1647
720	4240	1641
721	4246	1635
722	4253	1629
723	4259	1623
724	4265	1617
725	4271	1612
726	4277	1606
727	4284	1600
728	4290	1594
729	4296	1589
730	4302	1583
731	4308	1577
732	4313	1571
733	4319	1565
734	4325	1559
735	4330	1553
736	4336	1547
737	4341	1541
738	4347	1535
739	4353	1529
740	4358	1523
741	4364	1517
742	4370	1511
743	4376	1505
744	4381	1499
745	4387	1493
746	4393	1488
747	4399	1482
748	4405	1476
749	4411	1470
750	4417	1464
751	4422	1458
752	4428	1452
753	4433	1446
754	4439	1440
755	4445	1434
756	4450	1428
757	4456	1422
758	4462	1416
759	4468	1410
760	4476	1406
761	4483	1400
762	4489	1394
763	4494	1388
764	4500	1382
765	4506	1376
766	4512	1370
767	4517	1364
768	4523	1358
769	4528	1352
770	4534	1346
771	4540	1340
772	4545	1334
773	4550	1328
774	4556	1322
775	4561	1316
776	4567	1311
777	4574	1305
778	4580	1299
779	4586	1293
780	4592	1287
781	4597	1281
782	4603	1275
783	4609	1269
784	4614	1263
785	4620	1257
786	4625	1251
787	4631	1246
788	4638	1240
789	4644	1234
790	4649	1228
791	4655	1222
792	4661	1216
793	4667	1210
794	4673	1205
795	4679	1199
796	4685	1193
797	4691	1187
798	4696	1181
799	4702	1175
800	4708	1169
801	4714	1163
802	4719	1157
803	4725	1152
804	4731	1146
805	4736	1140
806	4742	1134
807	4748	1128
808	4754	1122
809	4759	1116
810	4765	1110
811	4771	1104
812	4777	1098
813	4783	1093
814	4789	1087
815	4795	1081
816	4800	1075
817	4806	1069
818	4811	1063
819	4817	1057
820	4823	1051
821	4829	1045
822	4835	1039
823	4840	1033
824	4846	1028
825	4851	1022
826	4857	1016
827	4863	1010
828	4869	1004
829	4874	998
830	4880	992
831	4886	986
832	4892	980
833	4897	974
834	4903	969
835	4909	963
836	4915	957
837	4922	951
838	4927	945
839	4932	939
840	4938	933
841	4944	927
842	4949	921
843	4955	915
844	4960	909
845	4965	903
846	4972	898
847	4977	892
848	4983	886
849	4989	880
850	4995	874
851	5001	868
852	5007	862
853	5013	857
854	5018	851
855	5025	845
856	5030	839
857	5036	833
858	5041	827
859	5047	821
860	5052	815
861	5058	809
862	5063	803
863	5069	797
864	5075	792
865	5080	786
866	5086	780
867	5092	774
868	5097	768
869	5103	762
870	5109	756
871	5115	750
872	5121	744
873	5127	739
874	5133	733
875	5139	727
876	5145	721
877	5151	715
878	5157	709
879	5163	704
880	5169	698
881	5174	692
882	5180	686
883	5186	680
884	5192	674
885	5198	668
886	5204	662
887	5209	657
888	5215	651
889	5220	645
890	5226	639
891	5233	633
892	5238	627
893	5244	621
894	5249	615
895	5255	610
896	5261	604
897	5267	598
898	5272	592
899	5279	586
900	5284	580
901	5290	574
902	5296	568
903	5301	563
904	5307	557
905	5313	551
906	5319	545
907	5324	539
908	5330	533
909	5337	527
910	5342	521
911	5348	516
912	5353	510
913	5359	504
914	5365	498
915	5371	492
916	5376	486
917	5382	480
918	5388	474
919	5393	469
920	5399	463
921	5405	457
922	5411	451
923	5416	445
924	5422	439
925	5428	433
926	5434	427
927	5439	422
928	5445	416
929	5451	410
930	5457	404
931	5463	398
932	5468	392
933	5474	386
934	5480	380
935	5485	375
936	5491	369
937	5497	363
938	5503	357
939	5508	351
940	5515	345
941	5520	339
942	5526	334
943	5532	328
944	5538	322
945	5544	316
946	5550	310
947	5556	304
948	5562	298
949	5567	293
950	5573	287
951	5578	281
952	5584	275
953	5590	269
954	5596	263
955	5602	257
956	5608	252
957	5614	246
958	5620	240
959	5626	234
960	5632	228
961	5638	222
962	5644	216
963	5650	210
964	5655	205
965	5661	199
966	5667	193
967	5672	187
968	5678	181
969	5684	175
970	5690	169
971	5696	164
972	5702	158
973	5708	152
974	5713	146
975	5719	140
976	5725	134
977	5731	128
978	5737	123
979	5743	117
980	5749	111
981	5754	105
982	5760	99
983	5766	93
984	5772	87
985	5777	82
986	5783	76
987	5789	70
988	5795	64
989	5801	58
990	5807	52
991	5813	46
992	5818	41
993	5824	35
994	5830	29
995	5836	23
996	5841	17
997	5847	11
998	5853	5
999	5859	0
