iter	MultiClass
715	0.7354981937
716	0.7349935625
717	0.7343252264
718	0.7338288153
719	0.7334091628
720	0.7330472607
721	0.7327321587
722	0.732350159
723	0.7320356392
724	0.731638124
725	0.731068533
726	0.730797208
727	0.7302812671
728	0.7299156056
729	0.7292296409
730	0.728747126
731	0.7283931009
732	0.7279967463
733	0.7273808821
734	0.7271360153
735	0.7267393797
736	0.7262179782
737	0.7258510506
738	0.7255887981
739	0.725093388
740	0.7249065647
741	0.7246450576
742	0.724230703
743	0.7238358701
744	0.72347872
745	0.7229991417
746	0.7225940615
747	0.7221914202
748	0.7217123398
749	0.721329559
750	0.7208712578
751	0.7204122437
752	0.7200298144
753	0.7195496923
754	0.7191937358
755	0.7187542344
756	0.7182560029
757	0.7179412975
758	0.7176636695
759	0.7171286812
760	0.7165707222
761	0.716116429
762	0.7157571181
763	0.7155689129
764	0.7151203755
765	0.7147497585
766	0.7141116963
767	0.7136560972
768	0.7130628178
769	0.71271179
770	0.7123226994
771	0.7121007772
772	0.7114410619
773	0.7110222272
774	0.7103838206
775	0.7099980081
776	0.70953038
777	0.7089794008
778	0.7085956153
779	0.7080093278
780	0.7075943369
781	0.7073812384
782	0.7069572323
783	0.7067261894
784	0.7063011466
785	0.7059982689
786	0.7057811185
787	0.7050748066
788	0.7045015291
789	0.704129748
790	0.703397805
791	0.7030411986
792	0.7027298261
793	0.7024176499
794	0.701824651
795	0.7014045726
796	0.7010151639
797	0.7003656904
798	0.6999993815
799	0.6994096377
800	0.6988556533
801	0.6984086868
802	0.6982365827
803	0.6978433781
804	0.6974945006
805	0.6969192123
806	0.6965458582
807	0.6959151212
808	0.695600352
809	0.6952401832
810	0.6947883804
811	0.6939904948
812	0.6937302914
813	0.6933372993
814	0.6929057327
815	0.6927037213
816	0.6925206079
817	0.6918250683
818	0.6914081437
819	0.6907889242
820	0.6902908642
821	0.689680025
822	0.6889782923
823	0.6885916901
824	0.6878835244
825	0.6872892995
826	0.6869371674
827	0.6864794847
828	0.6860405187
829	0.6856982915
830	0.6855062021
831	0.685139731
832	0.6843190782
833	0.6837138741
834	0.6833907746
835	0.6828696141
836	0.6824516533
837	0.6820747597
838	0.6817649077
839	0.6813337047
840	0.6808727755
841	0.6803120402
842	0.6797278846
843	0.6791054027
844	0.6787753844
845	0.6784971966
846	0.6779241943
847	0.6776483139
848	0.6772966857
849	0.6768111274
850	0.6764797381
851	0.6761399284
852	0.6757843966
853	0.6755758759
854	0.6752904033
855	0.6746601969
856	0.6741619482
857	0.6737631562
858	0.6734299328
859	0.6731122434
860	0.67275441
861	0.6723481151
862	0.6718691944
863	0.6715267689
864	0.6710921436
865	0.6708304454
866	0.6705399205
867	0.6700464229
868	0.6696160777
869	0.6692880691
870	0.6689262146
871	0.6686322758
872	0.6682439961
873	0.6679076569
874	0.6671445508
875	0.6665846
876	0.6662456907
877	0.6659565873
878	0.6656793027
879	0.6653877321
880	0.6648748548
881	0.6643896779
882	0.6637382644
883	0.6634138986
884	0.6628284992
885	0.6624702876
886	0.6619788831
887	0.6615084386
888	0.6612257324
889	0.6606862805
890	0.6603154877
891	0.6596042451
892	0.6592367541
893	0.658746471
894	0.6580416523
895	0.6576701085
896	0.6572816955
897	0.6569382511
898	0.656653358
899	0.6563212115
900	0.6559873674
901	0.6555482555
902	0.6551212341
903	0.6548092002
904	0.6544090288
905	0.6538679106
906	0.6536050896
907	0.6533310479
908	0.652911941
909	0.6524594701
910	0.6521102346
911	0.6517076007
912	0.6513078364
913	0.6508880249
914	0.6505162418
915	0.6499659046
916	0.6497084751
917	0.6491065291
918	0.6487409107
919	0.6484605665
920	0.6480322418
921	0.6476591706
922	0.6472256843
923	0.6468703482
924	0.6467040082
925	0.6461691421
926	0.6457289154
927	0.6452411437
928	0.6451163603
929	0.6448694893
930	0.6444237265
931	0.6439978991
932	0.6434225431
933	0.6432420867
934	0.6428760817
935	0.6425509853
936	0.6421981188
937	0.6418956859
938	0.6416403818
939	0.6413910565
940	0.6410976091
941	0.6408405988
942	0.6402432005
943	0.6397772835
944	0.639486855
945	0.63897859
946	0.6385633231
947	0.638337968
948	0.6379277505
949	0.6376608157
950	0.6372842856
951	0.6369786468
952	0.6367300428
953	0.6362190853
954	0.6359440155
955	0.6356776584
956	0.6353699178
957	0.6350331034
958	0.6347920202
959	0.6345318973
960	0.6341085692
961	0.633701136
962	0.6333504579
963	0.6331552179
964	0.6327611171
965	0.6323474126
966	0.6320839018
967	0.6317128039
968	0.631219236
969	0.6309880723
970	0.6305626305
971	0.630223957
972	0.6299131112
973	0.629539433
974	0.6292500741
975	0.6288070856
976	0.6285082599
977	0.6281251574
978	0.6276746831
979	0.6272667252
980	0.6269251654
981	0.6264372247
982	0.6259326677
983	0.625707922
984	0.6254452408
985	0.6251689103
986	0.6248706936
987	0.6242895569
988	0.6237805605
989	0.623506011
990	0.6232964808
991	0.6228734934
992	0.6226184616
993	0.6221850715
994	0.6217831197
995	0.6213791731
996	0.620965894
997	0.6203861475
998	0.6199490941
999	0.6196783638
